"loc","loc.correct","Freq"
"brazil_sao paulo_registro|2 km east of sete barras_along new road towards jequica","",1
"brazil_sao paulo_registro|2 km east of sete barras_character(0)","",1
"brazil_sao paulo_represa casa grande","",1
"brazil_sao paulo_represa lobo","",1
"brazil_sao paulo_res_santana parnaiba","",1
"brazil_sao paulo_reseerva biologica municipal serra japi","",1
"brazil_sao paulo_reserva biologica alto serra paranapiacaba. extensao 361 ha. temp. media anual 25°c, pluv. anual 3.000 a 4.000mm","",1
"brazil_sao paulo_reserva biologica carlos botelho","",1
"brazil_sao paulo_reserva biologica carlos botelho_reserva biologica carlos botelho","",1
"brazil_sao paulo_reserva biologica municipal sera japi","",1
"brazil_sao paulo_reserva biologica municipal serra do","",1
"brazil_sao paulo_reserva biologica municipl serrea japi","",1
"brazil_sao paulo_reserva biologica_reserva biologica","",1
"brazil_sao paulo_reserva biologica_reserva biologica, oarque estadual fontes ipiranga","",1
"brazil_sao paulo_reserva biologica_reserva biologica, parque estadual fontes fo ipiranga","",1
"brazil_sao paulo_reserva ecol_gica itabera","",1
"brazil_sao paulo_reserva ecologica juraia itatins","",1
"brazil_sao paulo_reserva ecologica jureia trilha imperador","",1
"brazil_sao paulo_reserva ecologica jureia trilha imperador_reserva ecologica jureia trilha imperador","",1
"brazil_sao paulo_reserva ecologica parque cientec usp","",1
"brazil_sao paulo_reserva estadual ilha cardoso","",1
"brazil_sao paulo_reserva estrada cunha","",1
"brazil_sao paulo_reserva floresta","",1
"brazil_sao paulo_reserva floresta_reserva floresta","",1
"brazil_sao paulo_reserva florestal campos jordao","",1
"brazil_sao paulo_reserva florestal itirapina","",1
"brazil_sao paulo_reserva florestal itirapina_reserva florestal itirapina","",1
"brazil_sao paulo_reserva florestal modo diabo","",1
"brazil_sao paulo_reserva florestal modo diabo_reserva florestal modo diabo","",1
"brazil_sao paulo_reserva florestal morro diabo","",1
"brazil_sao paulo_reserva florestal morro diabo_reserva florestal morro diabo","",1
"brazil_sao paulo_reserva florestal todoro sampaio","",1
"brazil_sao paulo_reserva florestal todoro sampaio_reserva florestal todoro sampaio","",1
"brazil_sao paulo_reserva municipal santa genebra","",1
"brazil_sao paulo_reserva municipal santa genebra_reserva municipal santa genebra","",1
"brazil_sao paulo_reserva_reserva","",1
"brazil_sao paulo_reseva biologica parque estadual fonted ipiranga","",1
"brazil_sao paulo_reseva biologica parque estadual fonted ipiranga_reseva biologica parque estadual fonted ipiranga","",1
"brazil_sao paulo_residencial florenca","",1
"brazil_sao paulo_residencial florenca_residencial florenca","",1
"brazil_sao paulo_restinga arborea proximo ao cdp praia grande","",1
"brazil_sao paulo_restinga forest ca","",1
"brazil_sao paulo_restinga forest ca_restinga forest ca","",1
"brazil_sao paulo_restinga forest to 10 m","",1
"brazil_sao paulo_restinga forest to 10 m_restinga forest to 10 m","",1
"brazil_sao paulo_restinga pereirinha","",1
"brazil_sao paulo_restinga pereirinha_restinga pereirinha","",1
"brazil_sao paulo_restinga_estrada pariquera acu, 4 km estrada terra","",1
"brazil_sao paulo_rib","",1
"brazil_sao paulo_rib_rib","",1
"brazil_sao paulo_ribeirao grande_corrego cajado","",1
"brazil_sao paulo_ribeirao grande_corrego roda agua","",1
"brazil_sao paulo_ribeirao grande_inicio na estrada carmo","",1
"brazil_sao paulo_ribeirao grande_parque estadual intervales regiao sede","",1
"brazil_sao paulo_ribeirao grande_trilha saindo 500 m antes sede nucleo barra grande em direcao ao e","",1
"brazil_sao paulo_ribeirao mico","",1
"brazil_sao paulo_ribeirao pires_parque estado, estacao biologica ""alto serra""","",1
"brazil_sao paulo_ribeirao preto_estrada terra que liga a cidade com o parque estadual intervales, beira estrada silica","",1
"brazil_sao paulo_ribeirao preto_mata santa tereza, estrada terra que corta a reserva ecologica st","",1
"brazil_sao paulo_rio branco sul","",1
"brazil_sao paulo_rio branco sul_rio branco sul","",1
"brazil_sao paulo_rio brejaituva","",1
"brazil_sao paulo_rio brejaituva_rio brejaituva","",1
"brazil_sao paulo_rio claro_ao lado dept botnica","",1
"brazil_sao paulo_rio claro_beira calcada","",1
"brazil_sao paulo_rio claro_beira estrada rio claro para araras","",1
"brazil_sao paulo_rio claro_faculdade filosofia","",1
"brazil_sao paulo_rio claro_fazenda sao joao","",1
"brazil_sao paulo_rio claro_horto florestal """"navarro andrade"""", floresta estadual edmundo navarro andrade","",1
"brazil_sao paulo_rio claro_mata negra","",1
"brazil_sao paulo_rio claro_rodovia waschington luiz","",1
"brazil_sao paulo_rio claro_via washington luiz","",1
"brazil_sao paulo_rio momuma","",1
"brazil_sao paulo_rio momuma_rio momuma","",1
"brazil_sao paulo_rio momuna","",1
"brazil_sao paulo_rio momuna_rio momuna","",1
"brazil_sao paulo_rio negro","",1
"brazil_sao paulo_rio pedro luis","",1
"brazil_sao paulo_rio pedro luis_rio pedro luis","",1
"brazil_sao paulo_rio peropaba","",1
"brazil_sao paulo_rio peropaba_rio peropaba","",1
"brazil_sao paulo_rio peropava","",1
"brazil_sao paulo_rio peropava_rio peropava","",1
"brazil_sao paulo_rio peroupava","",1
"brazil_sao paulo_rio peroupava_rio peroupava","",1
"brazil_sao paulo_rio ribeira","",1
"brazil_sao paulo_rio ribeira_rio ribeira","",1
"brazil_sao paulo_rio sua mirim","",1
"brazil_sao paulo_rio sua mirim_rio sua mirim","",1
"brazil_sao paulo_rio vermelha","",1
"brazil_sao paulo_rio vermelha_rio vermelha","",1
"brazil_sao paulo_rio vermelho_a 14 km rio vermelho em direcao a parquiera acu","",1
"brazil_sao paulo_roadside","",1
"brazil_sao paulo_rod dom pedro i","",1
"brazil_sao paulo_rod dom pedro i_rod dom pedro i","",1
"brazil_sao paulo_rodivia sp 123","",1
"brazil_sao paulo_rodivia sp 123_rodivia sp 123","",1
"brazil_sao paulo_rodoanel","",1
"brazil_sao paulo_rodoanel_rodoanel","",1
"brazil_sao paulo_rodovia acesso ao municipio","",1
"brazil_sao paulo_rodovia anchieta","",1
"brazil_sao paulo_rodovia anchieta km 31","",1
"brazil_sao paulo_rodovia anchieta_rodovia anchieta","",1
"brazil_sao paulo_rodovia cabreuva itu","",1
"brazil_sao paulo_rodovia campos jordao itaajuba","",1
"brazil_sao paulo_rodovia doutor manoel hippollyto rego","",1
"brazil_sao paulo_rodovia doutor manoel hippollyto rego_rodovia doutor manoel hippollyto rego","",1
"brazil_sao paulo_rodovia doutor oswaldo cruz","",1
"brazil_sao paulo_rodovia doutor oswaldo cruz_rodovia doutor oswaldo cruz","",1
"brazil_sao paulo_rodovia engenheiro paulo nilo romano","",1
"brazil_sao paulo_rodovia engenheiro paulo nilo romano_rodovia engenheiro paulo nilo romano","",1
"brazil_sao paulo_rodovia gov","",1
"brazil_sao paulo_rodovia gov_rodovia gov","",1
"brazil_sao paulo_rodovia governador carvalho pinto","",1
"brazil_sao paulo_rodovia governador carvalho pinto_rodovia governador carvalho pinto","",1
"brazil_sao paulo_rodovia governador mario covas","",1
"brazil_sao paulo_rodovia governador mario covas_rodovia governador mario covas","",1
"brazil_sao paulo_rodovia itatiaia a itamonte_rodovia itatiaia a itamonte, 2 km passando entrada parque nacional itatiaia","",1
"brazil_sao paulo_rodovia joao cereser","",1
"brazil_sao paulo_rodovia joao cereser_rodovia joao cereser","",1
"brazil_sao paulo_rodovia manoel fernandes","",1
"brazil_sao paulo_rodovia manoel fernandes_rodovia manoel fernandes","",1
"brazil_sao paulo_rodovia para taubate","",1
"brazil_sao paulo_rodovia paraibuna","",1
"brazil_sao paulo_rodovia pedro taques","",1
"brazil_sao paulo_rodovia pedro taques_rodovia pedro taques","",1
"brazil_sao paulo_rodovia proximo a divisa com o jundiai","",1
"brazil_sao paulo_rodovia proximo a divisa com o jundiai_rodovia proximo a divisa com o municipio jundiai","",1
"brazil_sao paulo_rodovia rio claro","",1
"brazil_sao paulo_rodovia romeiros","",1
"brazil_sao paulo_rodovia sp 165","",1
"brazil_sao paulo_rodovia sp 165_rodovia sp 165","",1
"brazil_sao paulo_rodovia sp 250","",1
"brazil_sao paulo_rodovia sp 250 km 63","",1
"brazil_sao paulo_rodovia sp 55","",1
"brazil_sao paulo_rodovia vereador julio silva","",1
"brazil_sao paulo_rodovia vereador julio silva_rodovia vereador julio silva","",1
"brazil_sao paulo_roseira_roseira","",1
"brazil_sao paulo_rppn fazenda renopolis","",1
"brazil_sao paulo_rppn fazenda renopolis_rppn fazenda renopolis","",1
"brazil_sao paulo_rr","",1
"brazil_sao paulo_rr_rr","",1
"brazil_sao paulo_rua 01","",1
"brazil_sao paulo_rua 01_rua 01","",1
"brazil_sao paulo_rua alameda orquideas","",1
"brazil_sao paulo_rua alameda orquideas_rua alameda orquideas","",1
"brazil_sao paulo_rua alameda primaveras","",1
"brazil_sao paulo_rua alameda primaveras_rua alameda primaveras","",1
"brazil_sao paulo_rua aleixo zomignani","",1
"brazil_sao paulo_rua aleixo zomignani_rua aleixo zomignani","",1
"brazil_sao paulo_rua alessandro di berardo","",1
"brazil_sao paulo_rua alessandro di berardo_rua alessandro di berardo","",1
"brazil_sao paulo_rua alfredo fronzaglia","",1
"brazil_sao paulo_rua alfredo fronzaglia_rua alfredo fronzaglia","",1
"brazil_sao paulo_rua arnola","",1
"brazil_sao paulo_rua arnola_rua arnola","",1
"brazil_sao paulo_rua boa vista silva 142","",1
"brazil_sao paulo_rua boa vista silva 142_rua boa vista silva 142","",1
"brazil_sao paulo_rua bom jesus pirapora","",1
"brazil_sao paulo_rua bom jesus pirapora_rua bom jesus pirapora","",1
"brazil_sao paulo_rua c jardim","",1
"brazil_sao paulo_rua c jardim_rua c jardim","",1
"brazil_sao paulo_rua caetano vitor e lima","",1
"brazil_sao paulo_rua caetano vitor e lima_rua caetano vitor e lima","",1
"brazil_sao paulo_rua caminho montanha","",1
"brazil_sao paulo_rua caminho montanha_rua caminho montanha","",1
"brazil_sao paulo_rua canto enseada","",1
"brazil_sao paulo_rua canto enseada_rua canto enseada","",1
"brazil_sao paulo_rua caranda","",1
"brazil_sao paulo_rua caranda_rua caranda","",1
"brazil_sao paulo_rua cinco b","",1
"brazil_sao paulo_rua cinco b_rua cinco b","",1
"brazil_sao paulo_rua conde fontalva","",1
"brazil_sao paulo_rua conde fontalva_rua conde fontalva","",1
"brazil_sao paulo_rua cruzeiro sul","",1
"brazil_sao paulo_rua cruzeiro sul_rua cruzeiro sul","",1
"brazil_sao paulo_rua dezessete","",1
"brazil_sao paulo_rua dezessete_rua dezessete","",1
"brazil_sao paulo_rua doutor alipio ferreira","",1
"brazil_sao paulo_rua doutor alipio ferreira_rua doutor alipio ferreira","",1
"brazil_sao paulo_rua doutor antonio nicola padula","",1
"brazil_sao paulo_rua doutor antonio nicola padula_rua doutor antonio nicola padula","",1
"brazil_sao paulo_rua doutor emile pilon","",1
"brazil_sao paulo_rua doutor emile pilon_rua doutor emile pilon","",1
"brazil_sao paulo_rua doutor paulo siciliano","",1
"brazil_sao paulo_rua doutor paulo siciliano_rua doutor paulo siciliano","",1
"brazil_sao paulo_rua ernesto vidotti filho","",1
"brazil_sao paulo_rua ernesto vidotti filho_rua ernesto vidotti filho","",1
"brazil_sao paulo_rua esmeralda","",1
"brazil_sao paulo_rua esmeralda_rua esmeralda","",1
"brazil_sao paulo_rua etruscos","",1
"brazil_sao paulo_rua etruscos_rua etruscos","",1
"brazil_sao paulo_rua governador carvalho pinto","",1
"brazil_sao paulo_rua governador carvalho pinto_rua governador carvalho pinto","",1
"brazil_sao paulo_rua helvecia","",1
"brazil_sao paulo_rua helvecia_rua helvecia","",1
"brazil_sao paulo_rua hortencias","",1
"brazil_sao paulo_rua hortencias_rua hortencias","",1
"brazil_sao paulo_rua humberto fumani","",1
"brazil_sao paulo_rua humberto fumani_rua humberto fumani","",1
"brazil_sao paulo_rua ipes","",1
"brazil_sao paulo_rua ipes_rua ipes","",1
"brazil_sao paulo_rua luciano c santos","",1
"brazil_sao paulo_rua luciano c santos_rua luciano c santos","",1
"brazil_sao paulo_rua luiz onofre amorim_50 loja 8b parque fernao dias atibaia sp br 12948 009","",1
"brazil_sao paulo_rua manoel raimundo","",1
"brazil_sao paulo_rua manoel raimundo_rua manoel raimundo","",1
"brazil_sao paulo_rua manuel oliveira","",1
"brazil_sao paulo_rua manuel oliveira_rua manuel oliveira","",1
"brazil_sao paulo_rua marco antonio cardoso","",1
"brazil_sao paulo_rua marco antonio cardoso_rua marco antonio cardoso","",1
"brazil_sao paulo_rua maria guimaraes montoni mogi cruzes","",1
"brazil_sao paulo_rua maria guimaraes montoni mogi cruzes_rua maria guimaraes montoni mogi cruzes","",1
"brazil_sao paulo_rua mateus mendes pereira","",1
"brazil_sao paulo_rua mateus mendes pereira_rua mateus mendes pereira","",1
"brazil_sao paulo_rua olavo piazzanesi, praia baleia . interior caxetal","",1
"brazil_sao paulo_rua presidente dutra","",1
"brazil_sao paulo_rua presidente dutra_rua presidente dutra","",1
"brazil_sao paulo_rua quinze novembro","",1
"brazil_sao paulo_rua quinze novembro_rua quinze novembro","",1
"brazil_sao paulo_rua rafael p gianotti","",1
"brazil_sao paulo_rua rafael p gianotti_rua rafael p gianotti","",1
"brazil_sao paulo_rua tangaras","",1
"brazil_sao paulo_rua tangaras_rua tangaras","",1
"brazil_sao paulo_rua turmalina","",1
"brazil_sao paulo_rua turmalina_rua turmalina","",1
"brazil_sao paulo_rua zuferey","",1
"brazil_sao paulo_rua zuferey_rua zuferey","",1
"brazil_sao paulo_rubiao junior_along the old road to botucatu","",1
"brazil_sao paulo_rubiao junior_faculdade ciencias medicas e biologicas botucatu","",1
"brazil_sao paulo_s paulo_parque estado","",1
"brazil_sao paulo_sa","",1
"brazil_sao paulo_sa_da para serra ne gra","",1
"brazil_sao paulo_sa_sa","",1
"brazil_sao paulo_sabesp","",1
"brazil_sao paulo_saffesopolis","",1
"brazil_sao paulo_saffesopolis_saffesopolis","",1
"brazil_sao paulo_salesopolis_brejo ao redor estrada com vista para pedreira","",1
"brazil_sao paulo_salesopolis_estacao biologica baraceia","",1
"brazil_sao paulo_salesopolis_estacao biologica baraceia""","",1
"brazil_sao paulo_salesopolis_estacāo biologica boraceia","",1
"brazil_sao paulo_salesopolis_estacao biologica boraceia""","",1
"brazil_sao paulo_salesopolis_estacao biologica broaceia","",1
"brazil_sao paulo_salesopolis_estacao biologicaboraceia","",1
"brazil_sao paulo_salesopolis_estacao ecologica boraceia, estrada para vista guaratuba","",1
"brazil_sao paulo_salesopolis_estacao ecologica boraceia, na estrada","",1
"brazil_sao paulo_salesopolis_estrada interna a 6","",1
"brazil_sao paulo_salesopolis_nascente rio tiete","",1
"brazil_sao paulo_salesopolis_proximo ao eixo barragem paraitinga","",1
"brazil_sao paulo_salesopolis_trilha estrada interna","",1
"brazil_sao paulo_sanatorio s","",1
"brazil_sao paulo_sanatorio s_sanatorio s","",1
"brazil_sao paulo_santa branca_beira caminho","",1
"brazil_sao paulo_santa branca_casa pedra","",1
"brazil_sao paulo_santa branca_env","",1
"brazil_sao paulo_santa branca_ex herv","",1
"brazil_sao paulo_santa branca_fazenda gameitinga","",1
"brazil_sao paulo_santa branca_fazenda sao jose","",1
"brazil_sao paulo_santa branca_na serra monos","",1
"brazil_sao paulo_santa branca_proximo a rodovia jacarei santa branca","",1
"brazil_sao paulo_santa branca_proximo rodovia jacarei sta","",1
"brazil_sao paulo_santa branca_rodovia sp 99","",1
"brazil_sao paulo_santa branca_villa santa branca","",1
"brazil_sao paulo_santa isabel_14km o santa isabel","",1
"brazil_sao paulo_santa isabel_a 14 km oeste santa isabel","",1
"brazil_sao paulo_santa isabel_a 14km oeste sta isabel","",1
"brazil_sao paulo_santa isabel_campos alagados em frente a pouso alegre","",1
"brazil_sao paulo_santa isabel_fazenda agua rasa","",1
"brazil_sao paulo_santa isabel_fragmento 18","",1
"brazil_sao paulo_santa isabel_funil","",1
"brazil_sao paulo_santa isabel_igarita","",1
"brazil_sao paulo_santa isabel_km 71 rodovia santa izabel igarata","",1
"brazil_sao paulo_santa isabel_mata atlantica","",1
"brazil_sao paulo_santa isabel_mata senhor joao barbosa machado","",1
"brazil_sao paulo_santa isabel_na beira estrada","",1
"brazil_sao paulo_santa isabel_na estrada","",1
"brazil_sao paulo_santa isabel_perto km 71 rodovia santa izabel","",1
"brazil_sao paulo_santa isabel_recanto gaivotas","",1
"brazil_sao paulo_santa isabel_rodovia santa isabel","",1
"brazil_sao paulo_santa isabel_sem informacao","",1
"brazil_sao paulo_santa isabel_serra bocina","",1
"brazil_sao paulo_santa izabel_caminho meio mata","",1
"brazil_sao paulo_santa izabel_estrada ferro braganca","",1
"brazil_sao paulo_santa maria serra_antes estrada para sao miguel","",1
"brazil_sao paulo_santa maria serra_ao longo rodovia","",1
"brazil_sao paulo_santa maria serra_beira estrada para sao manuel","",1
"brazil_sao paulo_santa maria serra_coletado na estrada terra para santa maria serra","",1
"brazil_sao paulo_santa maria serra_coletado nas proximidades estrada sao pedro","",1
"brazil_sao paulo_santa maria serra_em beira capoeira","",1
"brazil_sao paulo_santa maria serra_estrada para sao manuel, beira estrada","",1
"brazil_sao paulo_santa maria serra_lago rio tiete","",1
"brazil_sao paulo_santa maria serra_leitao filho","",1
"brazil_sao paulo_santa maria serra_mina velha","",1
"brazil_sao paulo_santa maria serra_nucleo pescadores ponte santa m","",1
"brazil_sao paulo_santa maria serra_nucleo pescadores ponte santa maria serra","",1
"brazil_sao paulo_santa maria serra_serra santa maria","",1
"brazil_sao paulo_santa maria serra_serra santa maria serra","",1
"brazil_sao paulo_santa rita passa quatro_folha cartografica sf 23 v c coordenada coletada","",1
"brazil_sao paulo_santa rita passa quatro_gleba cerrado pe gigante","",1
"brazil_sao paulo_santa rita passa quatro_parque estadual vassununga gleba pe gigante 11","",1
"brazil_sao paulo_santana","",1
"brazil_sao paulo_santana_santana","",1
"brazil_sao paulo_santo amaro_brasiliae ad santo amaro prope sao paulo","",1
"brazil_sao paulo_santo andre_estacao biologica paranapiacaba","",1
"brazil_sao paulo_santo andre_parque natural munic","",1
"brazil_sao paulo_santo andre_parque natural municpal nascentes paranapiacaba","",1
"brazil_sao paulo_santo andre_reserva biologica alto serra paranapiacaba, rodovia sp 122, em frente a reserva biologica alto serra paranapiacaba, na beira estrada","",1
"brazil_sao paulo_santo andre_reserva biologica alto serra paranapiacaba, trilha interna reserva ao lado guarita","",1
"brazil_sao paulo_santo andre_reserva biologica alto serra paranapicaba","",1
"brazil_sao paulo_santo andre_reserva biologica paranapiacaba, entrada parque","",1
"brazil_sao paulo_santo andre_reserva biologoca alto serra paranapiacaba","",1
"brazil_sao paulo_santo andre_subprefeitura paranapiacaba e parque andreense, estrada gasoduto","",1
"brazil_sao paulo_santo andre_type","",1
"brazil_sao paulo_santo antonio pinhal_beira riacho","",1
"brazil_sao paulo_santo antonio pinhal_cachoeira lajedo","",1
"brazil_sao paulo_santo antonio pinhal_character(0)","",1
"brazil_sao paulo_santo antonio pinhal_em parque municipal","",1
"brazil_sao paulo_santo antonio pinhal_estrada ferro campos jordao","",1
"brazil_sao paulo_santo antonio pinhal_estrada para o pico agudo","",1
"brazil_sao paulo_santo antonio pinhal_estrada para o pico agudo, beira estrada","",1
"brazil_sao paulo_santo antonio pinhal_estrada sao paulo","",1
"brazil_sao paulo_santo antonio pinhal_fonte santo antonio","",1
"brazil_sao paulo_santo antonio pinhal_mata","",1
"brazil_sao paulo_santo antonio pinhal_mata latifoliada com araucaria","",1
"brazil_sao paulo_santo antonio pinhal_pico agudo, estrada para","",1
"brazil_sao paulo_santo antonio pinhal_pousada vento verde","",1
"brazil_sao paulo_santo antonio pinhal_rodovia rodrigues pinheiro km 39","",1
"brazil_sao paulo_santo antonio pinhal_sitio matao, beira estrada","",1
"brazil_sao paulo_santo antonio pinhal_sitio sertaozinho","",1
"brazil_sao paulo_santo antonio pinhal_sp 123","",1
"brazil_sao paulo_santos_ilha guaruja","",1
"brazil_sao paulo_santos_provincia s","",1
"brazil_sao paulo_sao bento sapucai_1000 m s","",1
"brazil_sao paulo_sao bento sapucai_ana chata","",1
"brazil_sao paulo_sao bento sapucai_area protecao ambiental sapucai mirim","",1
"brazil_sao paulo_sao bento sapucai_beira estrada","",1
"brazil_sao paulo_sao bento sapucai_caminho asfaltado para o morro bau","",1
"brazil_sao paulo_sao bento sapucai_centro estudos e pesquisas ambientais cepa rugendas","",1
"brazil_sao paulo_sao bento sapucai_circa 2km refugio matanha fundacao pedra bau","",1
"brazil_sao paulo_sao bento sapucai_circa 2km refugio montanha fundacao pedra bau","",1
"brazil_sao paulo_sao bento sapucai_coletado na estrada para campos jordao, em beira estrada em floresta altitude","",1
"brazil_sao paulo_sao bento sapucai_common along roadside","",1
"brazil_sao paulo_sao bento sapucai_em barranco na beira estrada","",1
"brazil_sao paulo_sao bento sapucai_entre floresta ombrofila mistacampo altitude","",1
"brazil_sao paulo_sao bento sapucai_estrada acesso para pedra bau","",1
"brazil_sao paulo_sao bento sapucai_estrada altinopolis a uhe esmeril","",1
"brazil_sao paulo_sao bento sapucai_estrada bauzinho","",1
"brazil_sao paulo_sao bento sapucai_estrada campos jordao s","",1
"brazil_sao paulo_sao bento sapucai_estrada campos jordao sao bento sapucai","",1
"brazil_sao paulo_sao bento sapucai_estrada terra p","",1
"brazil_sao paulo_sao bento sapucai_fazenda estado","",1
"brazil_sao paulo_sao bento sapucai_floresta ombrofila densa altomontana","",1
"brazil_sao paulo_sao bento sapucai_margem trilha bauzinho","",1
"brazil_sao paulo_sao bento sapucai_mata trilha pedra bau","",1
"brazil_sao paulo_sao bento sapucai_morro bauzinho","",1
"brazil_sao paulo_sao bento sapucai_paiol grande","",1
"brazil_sao paulo_sao bento sapucai_proximidades refugio montanha fundacao pedra bau","",1
"brazil_sao paulo_sao bento sapucai_proximo a pedra bau","",1
"brazil_sao paulo_sao bento sapucai_proximo a pedra bauzinho","",1
"brazil_sao paulo_sao bento sapucai_proximo a um pequeno corrego na beira estrada","",1
"brazil_sao paulo_sao bento sapucai_proximo pedra bauzinho","",1
"brazil_sao paulo_sao bento sapucai_proximo refugio montanha fundacao pedra bau","",1
"brazil_sao paulo_sao bento sapucai_regiao pedra bauzinho","",1
"brazil_sao paulo_sao bento sapucai_sao bento","",1
"brazil_sao paulo_sao bento sapucai_sope pedra bau","",1
"brazil_sao paulo_sao bento sapucai_subida pedra bau","",1
"brazil_sao paulo_sao bento sapucai_torre campo","",1
"brazil_sao paulo_sao bento sapucai_trilhapara a pedra bau","",1
"brazil_sao paulo_sao bento sapucai_zoologico sao paulo","",1
"brazil_sao paulo_sao bernardo campo","",1
"brazil_sao paulo_sao bernardo campo_about 2","",1
"brazil_sao paulo_sao bernardo campo_estrada mogi cruzes","",1
"brazil_sao paulo_sao bernardo campo_estrada velha santos, estrada caminhos mart","",1
"brazil_sao paulo_sao bernardo campo_rio pedras and cubatao","",1
"brazil_sao paulo_sao bernardo campo_rodovia anchieta km 31, em fendas rochas no barranco ao lado rodovia","",1
"brazil_sao paulo_sao bernardo campo_sp 041","",1
"brazil_sao paulo_sao bernardo campo_turnoff at km 77 on sao paulo registro higway e 17 km along dirt road","",1
"brazil_sao paulo_sao carlos represa lobo","",1
"brazil_sao paulo_sao carlos represa lobo_sao carlos represa lobo","",1
"brazil_sao paulo_sao carlos_5km se of center of city od sao carlos","",1
"brazil_sao paulo_sao carlos_estrada santa eudoxia > descalvado","",1
"brazil_sao paulo_sao carlos_proximo a represa bros","",1
"brazil_sao paulo_sao carlos_repreesa lobo","",1
"brazil_sao paulo_sao francisco_sao francisco","",1
"brazil_sao paulo_sao jose barreiro_road from sao jose barreiro, to the entrance of parque nacional serra bocaina between km 24 an km 27","",1
"brazil_sao paulo_sao jose barreiro_roads from sao jose barreiro, tothe entrance of parque nacional serra bocaina between km 24 km 27","",1
"brazil_sao paulo_sao jose barreiro_serra bocaina, fazenda floresta, estrada para pousada recanto bocaina","",1
"brazil_sao paulo_sao jose campos_3","",1
"brazil_sao paulo_sao jose campos_3 km leste cidade","",1
"brazil_sao paulo_sao jose campos_400 800 m ao oeste estrada para paraibuna","",1
"brazil_sao paulo_sao jose campos_ao longo rodovia pres, e dentro 500m ao se rodovia","",1
"brazil_sao paulo_sao jose campos_area disjuntiva cerrado","",1
"brazil_sao paulo_sao jose campos_br116","",1
"brazil_sao paulo_sao jose campos_circa 30 metros a oeste estrada para paraibuna","",1
"brazil_sao paulo_sao jose campos_dirt roadside","",1
"brazil_sao paulo_sao jose campos_flora reserva florestal boa viata, estrada turvo","",1
"brazil_sao paulo_sao jose campos_in campis prope villam sao josephe provinciae s","",1
"brazil_sao paulo_sao jose campos_margens rio paraiba sul","",1
"brazil_sao paulo_sao jose campos_margens rio paraiba sul folha cartografica sf 23 y d coordenada calculada","",1
"brazil_sao paulo_sao jose campos_reserva florestal boa vista sao jose campos sp","",1
"brazil_sao paulo_sao jose campos_reserva florestal boa vista, estrada turvo folha cartografica sf 23 z c coordenada coletada","",1
"brazil_sao paulo_sao jose campos_reserva florestal boa vista, reserva boa vista","",1
"brazil_sao paulo_sao jose campos_rodovia paraibuna, along road to paraibuna","",1
"brazil_sao paulo_sao jose campos_sao jose campos est","",1
"brazil_sao paulo_sao luis paraitinga_nucleo santavirginia","",1
"brazil_sao paulo_sao luis paraitinga_trilha salto grande","",1
"brazil_sao paulo_sao luiz paraitinga_area particular","",1
"brazil_sao paulo_sao miguel arcanjo_carlos botelho","",1
"brazil_sao paulo_sao miguel arcanjo_ribeirao grande","",1
"brazil_sao paulo_sao miguel arcanjo_rodovia sao miguel arcanjo","",1
"brazil_sao paulo_sao miguel_parque estudial carlos botelho","",1
"brazil_sao paulo_sao palo","",1
"brazil_sao paulo_sao palo_parque estado","",1
"brazil_sao paulo_sao paulo bagre","",1
"brazil_sao paulo_sao paulo brasil_reserva florestal","",1
"brazil_sao paulo_sao paulo municipality","",1
"brazil_sao paulo_sao paulo parque estado","",1
"brazil_sao paulo_sao paulo parque estado_sao paulo parque estado","",1
"brazil_sao paulo_sao paulo_a 300 m estrada ponte seca rumbo a marsilac","",1
"brazil_sao paulo_sao paulo_a direita na estrada eng, apos o entroncamento com a estrada colonia","",1
"brazil_sao paulo_sao paulo_apa mata iguatemi","",1
"brazil_sao paulo_sao paulo_av","",1
"brazil_sao paulo_sao paulo_barra turvo","",1
"brazil_sao paulo_sao paulo_bem preservadas","",1
"brazil_sao paulo_sao paulo_botanical garden","",1
"brazil_sao paulo_sao paulo_camping ana paula area aberta","",1
"brazil_sao paulo_sao paulo_cananeia 14","",1
"brazil_sao paulo_sao paulo_cananeia 15","",1
"brazil_sao paulo_sao paulo_corumbatai 1","",1
"brazil_sao paulo_sao paulo_cubatao 7","",1
"brazil_sao paulo_sao paulo_cubatao 8","",1
"brazil_sao paulo_sao paulo_cubatao 9","",1
"brazil_sao paulo_sao paulo_cultivado no jardim botanico e parque estado","",1
"brazil_sao paulo_sao paulo_distriti parelheiros","",1
"brazil_sao paulo_sao paulo_distritoparelheiros","",1
"brazil_sao paulo_sao paulo_divisa com a mata reserva cuaso","",1
"brazil_sao paulo_sao paulo_estacao biologica alto serra","",1
"brazil_sao paulo_sao paulo_estacao biologica boraceia","",1
"brazil_sao paulo_sao paulo_estacao ecologica jatai","",1
"brazil_sao paulo_sao paulo_estrada a registro, reserva florestal carlos botelho","",1
"brazil_sao paulo_sao paulo_estrada acesso","",1
"brazil_sao paulo_sao paulo_estrada junto ao muro zoologico","",1
"brazil_sao paulo_sao paulo_estrada mabu","",1
"brazil_sao paulo_sao paulo_estrada marsilac parque estadual serra mar","",1
"brazil_sao paulo_sao paulo_estrada para area controle","",1
"brazil_sao paulo_sao paulo_estrada pedro tico, beira estrada","",1
"brazil_sao paulo_sao paulo_estrada proximo a ecologia","",1
