"","loc","loc.correct","source","Freq","alreadyInGazet","ordemGazet","statusInGazet","country","stateProvince","municipality","locality","meanLatitude","meanLongitude"
"34188","brazil_sao paulo_itarare_3 km entrada fazenda santa izabel","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Itararé","estancia vale do paraiso 3 km da entrada da fazenda santa izabel (ripasa)",-24.0941195938462,-49.3081517676923
"34326","brazil_sao paulo_itarare_entrada para a fazenda ventania","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Itararé","entrada para a fazenda ventania ( 11 ) | entrada para a fazenda ventania campo junto a plantacao de pinus ( 1 ) | entrada para a fazenda ventania campo seco ( 1 )",-24.0829401876923,-49.3062604584615
"34561","brazil_sao paulo_itarare_estrada para a fazenda santa andreia, 1km rodovia itapeva","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Itararé","estrada para a fazenda santa andreia ca 1km da rodovia itapeva - itarare e do rio verde ( 8 ) | estrada para a fazenda santa andreia ca 1km da rodovia itapeva – itarare e do rio verde ( 3 ) | estrada para a faz santa andreia ca 1km da rodovia itapeva - itarare e do rio verde ( 1 ) | estrada para a fazenda santa andreia ca 1km da rodovia itapeva - itarare e rio verde ( 1 )",-24.0897053138462,-49.3146953438462
"34586","brazil_sao paulo_itarare_estrada para bom sucesso","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Itararé","estrada para bom sucesso ( 3 ) | estrada para bom sucesso pedra da galinha e do camelo ( 2 ) | estrada para bom sucesso pedra da galinha e do camelo 1150msm ( 2 ) | estrada para bom sucesso  serra do mar ca de km apos o horto florestal do estado campo com altitude com capoes de mata ( 1 ) | estrada para bom sucesso descida da serra bacia sedimentar do parana (cornija) ( 1 ) | estrada para bom sucesso em area de cerrado com solo arenoso ( 1 )",-23.2726738553846,-45.0395911407692
"34597","brazil_sao paulo_itarare_estrada para bom sucesso itarare, fazenda santa isabel","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Itararé","estrada para bom sucesso de itarare km 19 fazenda santa isabel (ripasa) 900msm ( 7 ) | estrada para bom sucesso de itarare km 19 fazenda santa isabel (ripasa) ( 3 ) | estrada para bom sucesso de itarare km 9 fazenda santa isabel (ripasa) ( 3 )",-23.9318477553846,-49.3962267638462
"34715","brazil_sao paulo_itarare_fazenda ibiti, beira estrada itarare bonsucesso","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Itararé","fazenda ibiti (ripasa) beira da estrada itarare-bonsucesso ( 4 ) | fazenda ibiti (ripasa) beira de estrada itarare-bonsucesso mata de araucaria ( 3 ) | fazenda ibiti (ripasa) beira da estrada itarare- bonsucesso ( 2 ) | fazenda ibiti (ripasa) beira da estrada itarare-bonsucesso mata de araucaria ( 2 ) | fazenda ibiti ( ripasa) beira da estrada itarare-bonsucesso ( 1 ) | fazenda ibiti beira da estrada itarare-bonsucesso ( 1 )",-24.0851952553846,-49.3090720869231
"34746","brazil_sao paulo_itarare_fazenda instituto agronomico campinas","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Itararé","fazenda do instituto agronomico de campinas (iac) proximo ao rio verde ( 9 ) | fazenda do instituto agronomico de campinas ( 2 ) | fazenda do instituto agronomico de campinas (iac) ( 1 ) | fazenda do instituto agronomico de campinas (iac) beira do rio verde ( 1 )",-24.0829401876923,-49.3062604584615
"34902","brazil_sao paulo_itarare_near fazenda esplanada","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Itararé","mun itarare near fazenda esplanada ca 58 km from jaguariaiva habitat campo-cerrado with a very few small trees ( 5 ) | mun itarare near fazenda esplanada and ca 58 km from jaguariaivia intermediate between campo and cerrado with a very few small trees some shrubs and many herbs numerous plants here ( 3 ) | mun itarare near fazenda esplanada ca 58 km from jaguariaiva ( 3 ) | mun itarare near fazenda esplanada and ca 58 km from jaguariaivia intermediate between campo and cerrado ( 2 )",-24.08068512,-49.30344883
"34992","brazil_sao paulo_itariri_morro antena","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Itariri","morro da antena ( 12 ) | morro de antena ( 1 )",-24.2877796923077,-47.1737295384615
"35078","brazil_sao paulo_itatiba_serra azul","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Itatiba","serra azul",-23.00625005,-46.81414653
"35374","brazil_sao paulo_itirapina_beira estrada","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Itirapina","beira de estrada ( 5 ) | beira de estrada margem de plantacao de pinus ( 2 ) | beira de estrada solo arenoso margem de plantacao de pinus ( 2 ) | beira da estrada ( 1 ) | beira da estrada no termino de um corrego pocas d'agua ( 1 ) | beira de estrada solo arenoso margem de plantacao de pinus sp ( 1 )",-22.2399269261538,-47.7929359692308
"35401","brazil_sao paulo_itirapina_campo cerrado arenoso","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Itirapina","campo cerrado arenoso",-22.2738756592308,-47.8275656
"35664","brazil_sao paulo_itirapina_estrada rio claro itirapina","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Itirapina","estrada rio claro-itirapina km 43 ( 11 ) | estrada rio claro-itirapina ( 2 )",-22.28781427,-47.8318798615385
"35724","brazil_sao paulo_itirapina_fazenda santa decima, rodovia washington luiz","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Itirapina","fazenda santa decima rodovia washington luiz (lado direito sentido sao carlos) ( 9 ) | fazenda santa decima rodovia washington luiz ( 1 ) | fazenda santa decima rodovia washington luiz (lado direito sentido sao carlos)  ( 1 ) | fazenda santa decima rodovia washington luiz (lado direito sentido sao carlos) cerrado ( 1 ) | fazenda santa decima rodovia washington luiz lado direito sentido sao carlos cerrado ( 1 )",-22.2809126607692,-47.8299425846154
"36001","brazil_sao paulo_itu_fazenda santo antonio","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Itu","fazenda santo antonio ( 10 ) | itu fazenda santo antonio ( 3 )",-23.2971122692308,-47.2873574076923
"36109","brazil_sao paulo_jaboticabal_brasil","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Jaboticabal","brasil estado de sao paulo municipio de jaboticabal horta natural lat -2126301 long -4829915 alt: 598 m ( 3 ) | brasil estado de sao paulo municipio de jaboticabal cever (centro vicentino educacional e recreativo) lat -2124289 long -4831870 alt: 637 m ( 2 ) | brasil estado de sao paulo municipio de jaboticabal ( 1 ) | brasil estado de sao paulo municipio de jaboticabal faculdade de ciencias agrarias e veterinarias de jaboticabal unesp/fcav lat -2124498 long -4829283 alt: 573 m ( 1 ) | brasil estado de sao paulo municipio de jaboticabal faculdade de ciencias agrarias e veterinarias de jaboticabal unesp/fcav lat -2124549 long -4829975 alt: 601 m ( 1 ) | brasil estado de sao paulo municipio de jaboticabal fcav - unesp jaboticabal ( 1 )",-21.2388684961538,-48.2969413384615
"36274","brazil_sao paulo_jacarei_mata escola tecnica agricola ""conego jose bento""","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Jacareí","mata da escola tecnica agricola ""conego jose bento"" ( 12 ) | mata da escola tecnica agricola ""conego jose bento""; prox extrada ( 1 )",-23.3010626038462,-45.9721389846154
"37057","brazil_sao paulo_jatai","","gbif_reflora",13,FALSE,NA,NA,"Brazil","São Paulo","Luís Antônio ( 12 ) | Paraibuna ( 1 )","jatai - reserva florestal luiz antonio folha cartografica: sf-23-v-c ( 8 ) | jatai - reserva florestal luiz antonio folha: cartografica: sf-23-v-c ( 2 ) | jatai reserva florestal luiz antonio reserva florestal folha cartografica sf-23-v-c ( 2 ) | jatai estacao ecologica ( 1 )",-21.6604693846154,-47.5586309230769
"37189","brazil_sao paulo_joanopolis_estrada para o bairro azevedo","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Joanópolis","estrada para o bairro azevedo ( 11 ) | estrada para o bairro azevedo 1280msm ( 2 )",-22.9257123076923,-46.2030712638462
"37549","brazil_sao paulo_jundiai_fragmento 8","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Jundiaí","fragmento 8 (tav) floresta estacional semidecidual",-23.2321375384615,-46.9149307692308
"37558","brazil_sao paulo_jundiai_imediacoes serra japi","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Jundiaí","imediacoes da serra do japi ( 11 ) | imediacoes da serra do japi  ( 1 ) | imediacoes da serra do japi 770 m de altitude floresta secundaria ambiente de borda ( 1 )",-23.1843760627058,-46.8882300429319
"37710","brazil_sao paulo_jundiai_reserva florestal ara","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Jundiaí","reserva florestal ara ( 8 ) | reserva florestal ara degraded semi-deciduous subtropical forest ( 2 ) | estado de sao paulo mun jundiai reserva florestal ara degraded semi-deciduous subtropical forest ( 1 ) | mun jundiai  reserva florestal ara degraded; semi-deciduous subtropical forest c 700 m; 23°03's 47°05'w; common tree c 10 m high; fls; pale yellowish-white ( 1 ) | reserva florestal ara degraded semi-dec ( 1 )",-23.1526221930769,-47.1011723453846
"37784","brazil_sao paulo_jundiai_sitio senhor jose vallim","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Jundiaí","sitio do sr jose vallim ( 9 ) | proximo a jundiai (sitio do sr jose vallim) ( 2 ) | sitio do sr jose vallim jose vallim ( 1 ) | sitio do sr jose vallim jundiai sao paulo sudeste brasil america do sul ( 1 )",-23.1930748207692,-46.9078703176923
"38506","brazil_sao paulo_limite com salesopolis","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Mogi das Cruzes ( 10 ) | Paraibuna ( 2 ) | Biritiba Mirim ( 1 )","limite com salesopolis estrada usaka represa casa grande da sabesp floresta ombrofila densa com pertubacao  planalto paulistano ( 5 ) | limite com salesopolis estrada usaka represa casa grande da sabesp planalto paulistano ( 2 ) | limite com salesopolis estrada para a torre de retransmissao junto ao km 49 da estrada intermediaria ( 1 ) | limite com salesopolis estrada para a torre de retransmissao junto ao km 49 da estrada intermediaria cerca de 21 km do entrocamento com a rodovia sp 088 ( 1 ) | limite com salesopolis estrada usaka represa cada grande da sabesp borda da mata floresta ombrofila densa com pertubacao planalto paulistano ( 1 ) | limite com salesopolis estrada usaka represa casa grande da sabesp ( 1 )",-23.6188009246154,-45.9362627853846
"38818","brazil_sao paulo_luiz antonio_reserva estadual jatai","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Luís Antônio","mun luiz antonio reserva estadual jatai ( 4 ) | reserva estadual jatai ( 3 ) | mun luiz antonio: reserva estadual jatai mata ( 2 ) | luiz antonio; reserva estadual jatai ( 1 ) | mun luiz antonio reserva estadual jatai na orla da mata ( 1 ) | reserva estadual jatai 47º 45´w 21º 30´s ( 1 )",-21.5046271884615,-47.7534004484615
"39424","brazil_sao paulo_mata godinho","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","mata do godinho ( 12 ) | Piracicaba ( 1 )","mata do godinho borda da mata&nf;mata mesofila decidua ( 1 )",-22.6532969207692,-47.8262885030769
"39462","brazil_sao paulo_mata natural jardim botanico","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","São Paulo ( 9 )","mata natural do jardim botanico (parque do estado) ( 5 ) | mata natural do jardim botanico (parque ( 2 ) | mata natural do jardim botanico (parque do estado) sp 55181 ( 2 ) | mata natural do jardim botanico parque do estado herbarrio 30368 ( 2 ) | mata natural do jardim botanico (parque do estado)  junto a estrada do abrigo ( 1 ) | mata natural do jardim botanico parque do estado ( 1 )",-23.2136277384615,-47.2909464523077
"39852","brazil_sao paulo_miguelopolis_reservatorio volta grande","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Miguelópolis","reservatorio de volta grande ( 11 ) | reservatorio de volta grande vg3 praia de miguelopolis ( 2 )",-20.1788320615385,-48.0901040846154
"40054","brazil_sao paulo_mirassol_reserva biologica","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Mirassol","instituto penal agricola (ipa) reserva biologica ( 5 ) | instituto penal agricola(ipa) reserva biologica ( 4 ) | reserva biologica ( 2 ) | ca 550-600m altit instituto penal agricola (ipa) reserva biologica ( 1 ) | instituto penal agricola reserva biologica ( 1 )",-20.8092366215385,-49.50313904
"40334","brazil_sao paulo_mogi cruzes_estrada afia faca campo antropizado","","splink",13,FALSE,NA,NA,"Brazil","São Paulo","Mogi das Cruzes","c de souza apa varzea estrada do afia faca campo antropizado local ensolarado solo umido ( 7 ) | c de souza apa varzea estrada do afia faca campo antropizado local ensolarado solo seco ( 2 ) | c de souza apa varzea estrada do afia faca campo antropizado local ensolarado solo extremamente umido ( 1 ) | c de souza apa varzea estrada do afia faca campo antropizado local parcialmente sombreado solo umido ( 1 ) | c de souza apa varzea estrada do afia faca campo antropizado local parcilamente sombreado solo umido ( 1 ) | c de souza apa varzea estrada do afia faca campo antropizado locl ensolarado solo umido ( 1 )",-23.5462605384615,-42.5885043076923
"40391","brazil_sao paulo_mogi cruzes_estrada cinco estrelas","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Mogi das Cruzes","estrada cinco estrelas",-23.4655343846154,-46.1420089230769
"40407","brazil_sao paulo_mogi cruzes_estrada mogi salesopolis","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Mogi das Cruzes","b cocuera estrada mogi salesopolis apa da var ( 5 ) | b cocuera estrada mogi salesopolis apa da var local ensolarado solo umido campo antropico ( 3 ) | b cocuera estrada mogi salesopolis apa da var habitat: ensolarado solo umido campo antropico ( 1 ) | b cocuera estrada mogi salesopolis apa da var local sombreado borda de mata ( trilha) solo umido campo antropico ( 1 ) | b cocuera estrada mogi salesopolis apa da var local sombreado borda de mata (trilha) solo umido campo antropico ( 1 ) | b cocuera estrada mogi salesopolis apa da var pouco ensolarado proximo ao solo umido ( 1 )",-23.5484060784615,-46.1508535546154
"40848","brazil_sao paulo_mogi guacu_estacao experimental e biologica","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Mogi Guaçu","estacao experimental e biologica ( 10 ) | estacao experimental e biologica gleba a ( 2 ) | mogi guacu estacao experimental e biologica ( 1 )",-22.2423364553846,-47.0224518676923
"40957","brazil_sao paulo_mogi guacu_fazenda campininha em reserva instituto botanica","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Mogi Guaçu","fazenda campininha em reserva do instituto de botanica ( 7 ) | em cerrado fazenda campininha em reserva do instituto de botanica ( 5 ) | municipio de mogi-guacu em cerrado fazenda campininha em reserva do instituto de botanica ( 1 )",-22.2639789692308,-47.0090751461538
"41290","brazil_sao paulo_mogi guacu_reserva biologica mogi guacu fazenda campininha","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Mogi Guaçu","martinho prado reserva biologica de mogi-guacu fazenda campininha trilha 4 lat 22°15#?#04#?##?#s long 49°09#?#50#?##?#w ( 3 ) | reserva biologica de mogi-guacu fazenda campininha ( 3 ) | martinho prado reserva biologica de mogi-guacu fazenda campininha trilha 4 ( 2 ) | martinho prado reserva biologica de mogi-guacu fazenda campininha trilha 4 lat 22°25#?#15#?##?#s long 47°15#?#73#?##?#w ( 2 ) | martinho prado reserva biologica de mogi-guacu fazenda campininha &nf;lat 18°25#?#15#?##?#s long 43°15#?#73#?##?#w ( 1 ) | martinho prado reserva biologica de mogi-guacu fazenda campininha trilha 4 &nf;lat 22°15#?#04#?##?#s long 49°09#?#50#?##?#w ( 1 )",-22.584811,-47.617286
"41976","brazil_sao paulo_mongagua_pequena vila chamada jardim alice","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Mongaguá","pequena vila chamada jardim alice na encosta de um morro com cerca 600m altura com uma grande area da mata atlantica ainda conservada ( 4 ) | pequena vila chamada jardim alice na encosta de um morro com uma grande area da mata atlantica ainda conservada ( 2 ) | pequena vila chamada jardim alice ( 1 ) | pequena vila chamada jardim alice na encosta de um morro ( 1 ) | pequena vila chamada jardim alice na encosta de um morro com ca 600 m altura com uma grande area da mata atlantica ainda conservada ( 1 ) | pequena vila chamada jardim alice na encosta de um morro com ca de 600 m de altura com grande area da mata atlantica ainda conservada ( 1 )",-24.0947693461538,-46.6256084230769
"42086","brazil_sao paulo_monte alegre sul_fazenda n","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Monte Alegre do Sul","fazenda ns encarnacao ( 4 ) | faz ns encarnacao ( 3 ) | amparo alto do morro fazenda nsencarnacao ( 1 ) | amparo fazenda ns encarnacao ( 1 ) | faz n s encarnacao ( 1 ) | faz ns encarnacao alto do morro ( 1 )",-22.70419894,-46.66752492
"42091","brazil_sao paulo_monte alegre sul_fazenda santa isabel","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Monte Alegre do Sul","amparo fazenda santa isabel ( 5 ) | fazenda santa isabel ( 3 ) | amparo faz santa isabel ( 2 ) | alto do morro carrascal faz santa isabel ( 1 ) | de monte alegre para amparo fazenda santa isabel ( 1 ) | fazenda santa isabel monte alegre-amparo estado de sao paulo ( 1 )",-22.6989068769231,-46.6705268615385
"42096","brazil_sao paulo_monte alegre sul_fragmento a direita rodovia para pinhalzinho","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Monte Alegre do Sul","iac estacao experimental area nativa fragmento a direita da rodovia para pinhalzinho proximo ao riacho ( 8 ) | iac estacao experimental fragmento a direita da rodovia para pinhalzinho proximo ao riacho ( 5 )",-22.6975136830769,-46.6762488338462
"42104","brazil_sao paulo_monte alegre sul_monte alegre sul","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Monte Alegre do Sul","monte alegre do sul estacao experimental ( 5 ) | monte alegre do sul ee do iac regiao montanhosa mata ( 3 ) | monte alegre do sul derrubada da mata em c norberto ( 2 ) | monte alegre do sul margem do rio camanducaia matas umidas em lugares de sombra ( 1 ) | monte alegre do sul pico da serra negra ( 1 ) | monte alegre do sul varzea do rio camanducaia estacao experimental ( 1 )",-22.6945866461538,-46.6702625846154
"42230","brazil_sao paulo_monte mor_bairro jardim colorado","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Monte Mor","bairro jardim colorado propriedade rural",-22.9404940207692,-47.2503074323077
"42328","brazil_sao paulo_morro atras condominio cidade soberana","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Guarulhos","morro atras do condominio cidade soberana proximo a rod juvenal ponciano de camargo antiga rodovia para nazare paulista ( 10 ) | morro atras do condominio cidade soberana proximo a antiga rodovia para nazare paulista ( 1 ) | morro atras do condominio cidade soberana proximo a estrada para nazare paulista ( 1 ) | morro atras do condominio cidade soberana proximo a rodovia juvenal p camargo ( 1 )",-23.3940716369231,-46.4388320338462
"42425","brazil_sao paulo_morro pellado","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","morro pellado ( 1 )","morro pellado ( 9 ) | morro pellado s paulo ( 2 ) | morro pellado museu paulista ( 1 )",-22.3159416769231,-48.0852883538462
"42472","brazil_sao paulo_morungaba_sitio braga","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Morungaba","sitio do braga",-22.8934427746154,-46.7621871676923
"42801","brazil_sao paulo_municipio cotia","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Cotia","municipio de cotia: 34 km sw of center of city of sao paulo in secondary forest ( 4 ) | municipio de cotia calcaia de alto: mata do governo ( 2 ) | municipio de cotia calcia do atlo: mata do governo ( 2 ) | municipio de cotia estrada santa rosa ( 2 ) | municipio de cotia: 34 km sw of center of city of sao paulo growing spontaneously in secondary forest ( 2 ) | mun de cotia calcaia do alto: mata do governo ( 1 )",-23.6688729476923,-46.9565005076923
"43647","brazil_sao paulo_no data_serra mar","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","no data","serra do mar ( 12 ) | serra do mar; desvia ypiranga ( 1 )",-22.2584562,-48.7420254
"43888","brazil_sao paulo_nova odessa_fazenda pau pintado","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Nova Odessa","fazenda pau pintado ( 6 ) | fazenda pau pintado brejo ( 4 ) | fazenda pau pintado borda de lago e brejo ( 3 )",-22.7828984492308,-47.2851951384615
"43972","brazil_sao paulo_novo horizonte_mata ciliar rio cervo grande, km 438 rodovia mendonca","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Novo Horizonte","mata ciliar do rio cervo grande km 438 da rodovia mendonca - novo horizonte ( 10 ) | mata ciliar do rio cervo grande km 438 da rodovia mendonca ( 2 ) | mata ciliar do rio cervo grande km 438 da rodovia mendonca mata ciliar ( 1 )",-21.8508968307692,-49.5519217861538
"44399","brazil_sao paulo_paragua paulista","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","paragua paulista","estaao florestal de paraguau paulista (6 km n of city on road to bora) ( 6 ) | fazenda of sr lauro toledo ( 2 ) | fazenda of sr lauro toledo (1 km w of rio sao mateus) ( 2 ) | estaao forestal de paraguau paulista (6 km n of city on road to bora) ( 1 ) | estao florestal de paraguau paulista (6 km n of city on road to bora) ( 1 ) | fazenda of sr lauro toledo ( km w of rio sao mateus) ( 1 )",-22.3794868461538,-50.6564104615385
"44483","brazil_sao paulo_paraguacu paulista_fazenda of sr","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Paraguaçu Paulista","fazenda of sr lauro toledo ( 7 ) | fazenda of sr lauro toledo 1 km w of rio sao mateus ( 2 ) | faz of sr lauro toledo 1 km w of rio sao mateus ( 1 ) | fazenda of sr lauro toledo 05 km of rio sao mateus ( 1 ) | fazenda of sr lauro toledo 1 km w of rio scao mateus ( 1 ) | fazenda of sr lauro toledo 1/2 km w rio sao mateus ( 1 )",-22.5216060123077,-50.7733224292308
"44788","brazil_sao paulo_pardinho_5km north of pardinho and 15km south of botucatu","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Pardinho","5km north of pardinho and 15km south of botucatu sitio palmeiras ( 10 ) | 5km north of pardinho and 15km south of botucatu sitio palmeiras&nf;semideciduous forest ( 3 )",-23.0704185615385,-48.3696742284615
"45152","brazil_sao paulo_pariquera acu_estrada sp 226","","gbif_jabot_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Pariquera-Açu","estrada sp 226 registro-pariquera-acu km 6 ( 5 ) | estrada sp 226 registro - pariquera-acu km 6 ( 3 ) | estr sp 226 registro -paraiquera-acu km 6 ( 1 ) | estrada sp 226 km 6 ( 1 ) | estrada sp 226 registro-pariquea-acu km 6 em brejo ( 1 ) | estrada sp 226 registro-pariquera-acu ( 1 )",-24.6010010969231,-47.86156682
"45565","brazil_sao paulo_parque ecologico tiete_parque ecologico tiete, via parque","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","","parque ecologico do tiete - via parque 8055 - vila santo henrique sao paulo - sp 03719-000 brasil",-23.494938,-46.51971
"46563","brazil_sao paulo_paulinia_biologicas e agricola","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Paulínia","vila betel campo experimental do centro pluridisciplinar de pesquisa quimicas biologicas e agricola - cpqba da unicamp",-22.74772985,-47.144866
"47049","brazil_sao paulo_pedro toledo_northern border","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Pedro de Toledo","northern border next to mun de itapecerica da serra & mun de miracaty near restaurant along the s paulo-registro highway (br-2) ( 3 ) | northern border next to mun itapecerica da serra & mun de miracatu: near restaurant along the s paulo-registro highway (br-2) ( 2 ) | municipio de pedro de toledo (northern border next to mun de itapecerica da serra & mun de miracatu): near restaurant along the s paulo-registro highway (br-2) ( 1 ) | northern border next to itapecerica da serra e miracatu: near resturant along the s paulo registro highway (br-2) ( 1 ) | northern border next to mun de itapecerica da serra & mun de miracatu near restaurant along the s paulo registro highway ( br-2 ) ( 1 ) | northern border next to mun de itapecerica da serra & mun de miracatu: near restaurant along the s paulo-registro highway (br-2) ( 1 )",-24.1110274323077,-47.40769136
"47400","brazil_sao paulo_peruibe_estrada para ana claudia","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Peruíbe","estrada para ana claudia",-24.2855850669231,-47.0092517623077
"47426","brazil_sao paulo_peruibe_loteamento marambaia ii","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Peruíbe","loteamento marambaia ii floresta de restinga",-24.27862337,-47.01267321
"48180","brazil_sao paulo_piracaia_bairro matao","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Piracaia","bairro matao ( 9 ) | bairro matao (datum zona em) ( 3 ) | bairro matao  ( 1 )",-23.0487397307692,-46.3318826884615
"48384","brazil_sao paulo_piracicaba_estrada limeira","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Piracicaba","estrada de limeira ( 6 ) | estrada da limeira ( 4 ) | estrada de limeira (dir) ( 3 )",-22.7179831307692,-47.7360510307692
"48510","brazil_sao paulo_piracicaba_horto depto botanica","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Piracicaba","horto de depto de botanica/esalq ( 2 ) | horto do depto de botanica esalq usp ( 2 ) | horto do depto de botanica/esalq/usp ( 2 ) | horto de depto de botanica / esalq ( 1 ) | horto do depto de botanica ( 1 ) | horto do depto de botanica - esalq ( 1 )",-22.7250324053846,-47.76074578
"48532","brazil_sao paulo_piracicaba_horto florestal tupi","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Piracicaba","horto florestal de tupi ( 12 ) | horto florestal de tupi mata secundaria ( 1 )",-22.7245749769231,-47.7497689538462
"48945","brazil_sao paulo_pirassununga_estrada em direcao a cachoeira emas","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","Pirassununga","estrada em direcao a cachoeira das emas 65 km de pirassununga cerradao degradado",-21.99559866,-47.38999623
"49515","brazil_sao paulo_porto ferreira_reserva estadual","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","Porto Ferreira","reserva estadual ( 11 ) | reserva estadual porto ferreira ( 1 ) | reserva estadual; nativa em cerrado ( 1 )",-21.8437128692308,-47.4526573461538
"50130","brazil_sao paulo_prope campo grande inter santos et urbem s","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","","prope campo grande inter santos et urbem s paulo ( 12 ) | prope campo grande inter santos et urbem s paulo 750 msm ( 1 )",-22.2584562,-48.7420254
"50131","brazil_sao paulo_prope campo grande inter santos et urbem s_prope campo grande inter santos et urbem s","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","","prope campo grande inter santos et urbem s paulo ( 12 ) | prope campo grande inter santos et urbem s paulo 750 msm ( 1 )",-22.2584562,-48.7420254
"50357","brazil_sao paulo_prope urbem iguape","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","","prope urbem iguape",-22.2584562,-48.7420254
"50358","brazil_sao paulo_prope urbem iguape_prope urbem iguape","","gbif",13,FALSE,NA,NA,"Brazil","São Paulo","","prope urbem iguape",-22.2584562,-48.7420254
"50912","brazil_sao paulo_regiao sao jose rio preto","","gbif_splink",13,FALSE,NA,NA,"Brazil","São Paulo","José Bonifácio ( 3 ) | Jaci ( 2 ) | Uchoa ( 2 ) | Nova Aliança ( 1 ) | Tanabi ( 1 )","regiao de sao jose do rio preto estrad de terra municipal fazenda jacare grota umida terrestre ( 4 ) | jaci estrada de terra de acesso ap povoado de sto antonio das perbobas divisa entre jose bonifacio-jaci fazendo remanso ( 1 ) | regiao de sao jose do rio preto distrito nova itapirema povoado monte belo estrada de terra de acesso a monte belo ( 1 ) | regiao de sao jose do rio preto estrada de terra de acesso ao povoado de santo antonio das perobas dvisa entre jose bonifacio-jaci fazenda remanso ( 1 ) | regiao de sao jose do rio preto estrada de terra municipal cedral-uchoa fazenda sao pedro ( 1 ) | regiao de sao jose do rio preto estrada de terra municipal cedral-uchoa sitio retiro corrego alegre ( 1 )",-20.9129096123077,-49.5002599861538
