Origin Image,Barcode,Herbarium of Origin,Associated duplicates in Virtual Herbarium,Indicated duplicates the voucher specimen,Rank:,Scientific Name,"Determination qualifier (cf., aff. ou !)",Family,Genus,Species,subsp./var./forma,Author of Taxon,Determiner,Determination Date ,Type,Collector,Other Collectors,Collection Number,From:,To:,Plant description,Country,State,City,Description of Location,Elevation Minimum,Elevation Maximum,Measurement unit,Latitude Minimum,Latitude Maximum,Longitude Minimum,Longitude Maximum,Comments,Updated by,Updated
SPF,SPF00118510,SPF,,,Variety,FABACEAE Anadenanthera colubrina subsp. cebil (Griseb.) Altschul,,Fabaceae,Anadenanthera,colubrina,cebil,(Griseb.) Altschul,Administrador,06/08/2019,no,"Souza, VC",,11379,08/06/1996,,,Brasil,São Paulo,Rubiácea,,410,0,METRO,"21º 16' 25"" S",,"50º 43' 44"" W",,,,
SPF,SPF00118511,SPF,,,Genus,FABACEAE ,,Fabaceae,Acacia,,,,Administrador,06/08/2019,no,"Souza, VC",,11380,08/06/1996,,,Brasil,São Paulo,Rubiácea,,410,0,METRO,"21º 16' 25"" S",,"50º 43' 44"" W",,,,
SPF,SPF00118513,SPF,,,Species,FABACEAE Stryphnodendron rotundifolium Mart.,,Fabaceae,Stryphnodendron,rotundifolium,,Mart.,Administrador,06/08/2019,no,"Souza, VC",,11360,07/06/1996,,,Brasil,São Paulo,Novo Horizonte,,440,0,METRO,"21º 13' 58"" S",,"49º 14' 2"" W",,,,
SPF,SPF00118514,SPF,,,Species,FABACEAE Periandra mediterranea (Vell.) Taub.,,Fabaceae,Periandra,mediterranea,,(Vell.) Taub.,Administrador,06/08/2019,no,"Rodrigues, RR",,376,07/10/1995,,,Brasil,São Paulo,São João da Boa Vista,Pico do Gavião.,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00118515,SPF,,,Genus,FABACEAE ,,Fabaceae,Camptosema,,,,Administrador,06/08/2019,no,"Souza, JP",,514,27/04/1996,,,Brasil,São Paulo,Itatinga,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00118516,SPF,,,Species,FABACEAE Centrosema brasilianum (L.) Benth.,,Fabaceae,Centrosema,brasilianum,,(L.) Benth.,Administrador,29/11/2022,no,"Souza, JP",,576,27/04/1996,,,Brasil,São Paulo,Angatuba,,800,0,METRO,"23º 9' 26"" S",,"48º 33' 26"" W",,,,
SPF,SPF00118517,SPF,,,Species,FABACEAE Dioclea virgata (Rich.) Amshoff,,Fabaceae,Dioclea,virgata,,(Rich.) Amshoff,Administrador,29/11/2022,no,"Souza, JP",,376,14/02/1996,,,Brasil,São Paulo,Presidente Epitácio,,260,0,METRO,"21º 55' 44"" S",,"52º 13' 29"" W",,,,
SPF,SPF00118518,SPF,,,Species,FABACEAE Aeschynomene marginata Benth.,,Fabaceae,Aeschynomene,marginata,,Benth.,Administrador,29/11/2022,no,"Souza, VC",,11302,06/06/1996,,"Erva ramosa, ca. 80 cm alt.; flores amarelas.",Brasil,São Paulo,Botucatu,Estrada para Fazenda Lagoa Negra e Porto Said. Cerradão.,520,0,METRO,"22º 25' 31"" S",,"48º 11' 39"" W",,"Erva ramosa, ca. 80 cm alt.; flores amarelas.",,
SPF,SPF00118519,SPF,,,Species,FABACEAE Pterodon pubescens (Benth.) Benth.,,Fabaceae,Pterodon,pubescens,,(Benth.) Benth.,Administrador,29/11/2022,no,"Souza, VC",,11308,06/06/1996,,,Brasil,São Paulo,Botucatu,,-9999,0,METRO,"22º 25' 31"" S",,"48º 11' 39"" W",,,,
SPF,SPF00118520,SPF,,,Species,FABACEAE Aeschynomene brasiliana (Poir.) DC.,,Fabaceae,Aeschynomene,brasiliana,,(Poir.) DC.,Administrador,29/11/2022,no,"Souza, VC",,11349,07/06/1996,,Erva prostrada; corola amarela com estandarte avermelhado.,Brasil,São Paulo,Ibitinga,"17km de Ibitinga em direção a Iacanga (SP-321). Fazenda Santo Antônio/Rui Barbosa. Mata mesófila semidecídua com abundância de Cariniana, Cedrela e Hymenae.",460,0,METRO,"21º 25' 51"" S",,"48º 34' 48"" W",,Erva prostrada; corola amarela com estandarte avermelhado.,,
SPF,SPF00118521,SPF,,,Species,FABACEAE Macroptilium lathyroides (L.) Urb.,,Fabaceae,Macroptilium,lathyroides,,(L.) Urb.,Administrador,29/11/2022,no,"Souza, VC",,11411,08/06/1996,,,Brasil,São Paulo,Salmourão,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00118522,SPF,,,Species,FABACEAE Machaerium hirtum (Vell.) Stellfeld,,Fabaceae,Machaerium,hirtum,,(Vell.) Stellfeld,Administrador,29/11/2022,no,"Souza, VC",,11408,08/06/1996,,,Brasil,São Paulo,Salmourão,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00118523,SPF,,,Genus,FABACEAE ,,Fabaceae,Stylosanthes,,,,Administrador,06/08/2019,no,"Souza, VC",,11318a,06/06/1996,,,Brasil,São Paulo,Botucatu,,470,0,METRO,"22º 41' 59"" S",,"48º 16' 39"" W",,,,
SPF,SPF00118524,SPF,,,Genus,FABACEAE ,,Fabaceae,Stylosanthes,,,,Administrador,06/08/2019,no,"Souza, VC",,11410,08/06/1996,,,Brasil,São Paulo,Salmourão,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00118760,SPF,,,Variety,FABACEAE Aeschynomene sensitiva subsp. sensitiva Sw.,,Fabaceae,Aeschynomene,sensitiva,sensitiva,Sw.,Administrador,06/08/2019,no,"Faria, AD",,96102,10/07/1996,,,Brasil,São Paulo,Dracena,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00118761,SPF,,,Variety,FABACEAE Aeschynomene sensitiva subsp. sensitiva Sw.,,Fabaceae,Aeschynomene,sensitiva,sensitiva,Sw.,Administrador,06/08/2019,no,"Aona, LYS",,9513,23/03/1995,,,Brasil,São Paulo,Campinas,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00118762,SPF,,,Species,FABACEAE Machaerium nyctitans (Vell.) Benth.,,Fabaceae,Machaerium,nyctitans,,(Vell.) Benth.,Administrador,29/11/2022,no,"Shepherd, GJ",,9510,05/04/1995,,,Brasil,São Paulo,Cruzeiro,,1100,0,METRO,"22º 17' 25"" S",,"45º 0' 49"" W",,,,
SPF,SPF00118763,SPF,,,Genus,FABACEAE ,,Fabaceae,Dalbergia,,,,Administrador,06/08/2019,no,"Shepherd, GJ",,9519,05/04/1995,,,Brasil,São Paulo,Cruzeiro,,950,0,METRO,"22º 29' 2"" S",,"45º 1' 60"" W",,,,
SPF,SPF00118764,SPF,,,Species,FABACEAE Machaerium debile (Vell.) Stellfeld,,Fabaceae,Machaerium,debile,,(Vell.) Stellfeld,Administrador,06/08/2019,no,"Moreira, JLA",,40,06/04/1995,,Arbusto escandente; flores com estandarte externamente marrom escuro e internamente esverdeado e alas verde amareladas.,Brasil,São Paulo,Lavrinhas,"12 km ao norte de Lavrinhas, vale do Ribeirão do Braço.",-9999,0,METRO,"22º 16' 18"" S",,"44º 31' 31"" W",,Arbusto escandente; flores com estandarte externamente marrom escuro e internamente esverdeado e alas verde amareladas.,,
SPF,SPF00119254,SPF,,,Species,FABACEAE Chamaecrista desvauxii (Collad.) Killip,,Fabaceae,Chamaecrista,desvauxii,,(Collad.) Killip,Administrador,29/11/2022,no,"Kirizawa, M",,258,01/12/1976,,,Brasil,São Paulo,São Paulo,Parque Estadual Fontes do Ipiranga,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00119257,SPF,,,Species,FABACEAE Pterogyne nitens Tul.,,Fabaceae,Pterogyne,nitens,,Tul.,Administrador,29/11/2022,no,"Noffs, LB",,17,01/06/1977,,,Brasil,São Paulo,São Paulo,Parque Estadual das Fontes do Ipiranga,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00119258,SPF,,,Subspecies,FABACEAE Inga vera subsp. affinis (DC.) T.D.Penn.,,Fabaceae,Inga,vera,affinis,(DC.) T.D.Penn.,Administrador,29/11/2022,no,"Romaniuc Neto, S",,1261,26/09/1991,,,Brasil,São Paulo,Mogi Guaçu,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00119259,SPF,,,Species,FABACEAE Cyclolobium brasiliense Benth.,,Fabaceae,Cyclolobium,brasiliense,,Benth.,Administrador,06/08/2019,no,"Romaniuc Neto, S",,1262,26/09/1991,,,Brasil,São Paulo,Mogi Guaçu,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00119260,SPF,,,Species,FABACEAE Dalbergia brasiliensis Vogel,,Fabaceae,Dalbergia,brasiliensis,,Vogel,Administrador,29/11/2022,no,"Silvestre, MSF",,224,28/11/1979,,,Brasil,São Paulo,São Paulo,Parque Estadual das Fontes do Ipiranga,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00119261,SPF,,,Species,FABACEAE Dalbergia brasiliensis Vogel,,Fabaceae,Dalbergia,brasiliensis,,Vogel,Administrador,29/11/2022,no,"Barros, F",,593,17/12/1980,,,Brasil,São Paulo,São Paulo,Parque Estadual das Fontes do Ipiranga,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00119471,SPF,,,Species,FABACEAE Senna multijuga (Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,,(Rich.) H.S.Irwin & Barneby,Administrador,06/08/2019,no,"Bittar, M",,s.n.,08/02/1984,,,Brasil,São Paulo,Cotia,Cemucam,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00119472,SPF,,,Species,FABACEAE Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby,,Fabaceae,Senna,macranthera,,(DC. ex Collad.) H.S.Irwin & Barneby,Administrador,06/08/2019,no,"Bittar, M",,s.n.,15/02/1984,,,Brasil,São Paulo,São Paulo,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00119473,SPF,,,Species,FABACEAE Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby,,Fabaceae,Senna,macranthera,,(DC. ex Collad.) H.S.Irwin & Barneby,Administrador,06/08/2019,no,"Rossi, L",,167,14/02/1980,,,Brasil,São Paulo,São Paulo,Reserva da CUASO,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00119521,SPF,,,Species,FABACEAE Senna pendula (Humb. & Bonpl. ex Willd.) H.S.Irwin & Barneby,,Fabaceae,Senna,pendula,,(Humb. & Bonpl. ex Willd.) H.S.Irwin & Barneby,Administrador,29/11/2022,no,Sem coletor,,s.n.,28/02/1945,,,Brasil,São Paulo,Pirassununga,Cerrado de Emas,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120392,SPF,,,Genus,FABACEAE ,,Fabaceae,Bauhinia,,,,Administrador,06/08/2019,no,"Pereira-Noronha, MR",,1476,07/08/1995,,,Brasil,São Paulo,Guaraçaí,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120393,SPF,,,Genus,FABACEAE ,,Fabaceae,Bauhinia,,,,Administrador,06/08/2019,no,"Pereira-Noronha, MR",,1481,07/08/1995,,,Brasil,São Paulo,Guaraçaí,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120394,SPF,,,Genus,FABACEAE ,,Fabaceae,Bauhinia,,,,Administrador,06/08/2019,no,"Pereira-Noronha, MR",,1582,05/08/1995,,,Brasil,São Paulo,Suzanápolis,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120395,SPF,,,Genus,FABACEAE ,,Fabaceae,Bauhinia,,,,Administrador,06/08/2019,no,"Pereira-Noronha, MR",,1602,07/08/1995,,,Brasil,São Paulo,Guaraçaí,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120396,SPF,,,Species,FABACEAE Hymenaea stigonocarpa Mart. ex Hayne,,Fabaceae,Hymenaea,stigonocarpa,,Mart. ex Hayne,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1574,05/08/1995,,,Brasil,São Paulo,Suzanápolis,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120397,SPF,,,Species,FABACEAE Machaerium hirtum (Vell.) Stellfeld,,Fabaceae,Machaerium,hirtum,,(Vell.) Stellfeld,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1501,03/08/1995,,,Brasil,São Paulo,Pereira Barreto,"Fazenda Mesquita, divisa com Mirandópolis.",-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120398,SPF,,,Species,FABACEAE Machaerium acutifolium Vogel,,Fabaceae,Machaerium,acutifolium,,Vogel,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1579,05/08/1995,,,Brasil,São Paulo,Suzanápolis,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120399,SPF,,,Species,FABACEAE Platypodium elegans Vogel,,Fabaceae,Platypodium,elegans,,Vogel,Administrador,06/08/2019,no,"Pereira-Noronha, MR",,1584,05/08/1995,,,Brasil,São Paulo,Suzanápolis,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120400,SPF,,,Species,FABACEAE Platypodium elegans Vogel,,Fabaceae,Platypodium,elegans,,Vogel,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1597,07/08/1995,,,Brasil,São Paulo,Guaraçaí,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120401,SPF,,,Species,FABACEAE Senna occidentalis (L.) Link,,Fabaceae,Senna,occidentalis,,(L.) Link,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1386,05/08/1995,,,Brasil,São Paulo,Castilho,Fazenda Beira Rio.,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120402,SPF,,,Species,FABACEAE Senegalia polyphylla (DC.) Britton & Rose,,Fabaceae,Senegalia,polyphylla,,(DC.) Britton & Rose,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1185,02/08/1995,,,Brasil,São Paulo,Pereira Barreto,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120404,SPF,,,Species,FABACEAE Senegalia polyphylla (DC.) Britton & Rose,,Fabaceae,Senegalia,polyphylla,,(DC.) Britton & Rose,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1541,04/08/1995,,,Brasil,São Paulo,Suzanápolis,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120406,SPF,,,Subspecies,FABACEAE Inga vera subsp. affinis (DC.) T.D.Penn.,,Fabaceae,Inga,vera,affinis,(DC.) T.D.Penn.,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1211,02/08/1995,,,Brasil,São Paulo,Pereira Barreto,Fazenda Esmeralda.,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120407,SPF,,,Subspecies,FABACEAE Inga vera subsp. affinis (DC.) T.D.Penn.,,Fabaceae,Inga,vera,affinis,(DC.) T.D.Penn.,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1224,03/08/1995,,,Brasil,São Paulo,Pereira Barreto,Fazenda Mesquita.,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120408,SPF,,,Subspecies,FABACEAE Inga vera subsp. affinis (DC.) T.D.Penn.,,Fabaceae,Inga,vera,affinis,(DC.) T.D.Penn.,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1255,03/08/1995,,,Brasil,São Paulo,Ilha Solteira,Fazenda Santa Izabel.,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120409,SPF,,,Subspecies,FABACEAE Inga vera subsp. affinis (DC.) T.D.Penn.,,Fabaceae,Inga,vera,affinis,(DC.) T.D.Penn.,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1508,03/08/1995,,,Brasil,São Paulo,Ilha Solteira,Fazenda Santa Izabel.,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120410,SPF,,,Subspecies,FABACEAE Inga vera subsp. affinis (DC.) T.D.Penn.,,Fabaceae,Inga,vera,affinis,(DC.) T.D.Penn.,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1559,04/08/1995,,,Brasil,São Paulo,Sud Mennucci,Distrito de Bandeirantes D'Oeste.,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120411,SPF,,,Genus,FABACEAE ,,Fabaceae,Mimosa,,,,Administrador,06/08/2019,no,"Pereira-Noronha, MR",,1472,07/08/1995,,,Brasil,São Paulo,Guaraçaí,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120412,SPF,,,Variety,FABACEAE Anadenanthera peregrina subsp. falcata (Benth.) Altschul,,Fabaceae,Anadenanthera,peregrina,falcata,(Benth.) Altschul,Administrador,06/08/2019,no,"Pereira-Noronha, MR",,1180,02/08/1995,,,Brasil,São Paulo,Pereira Barreto,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120413,SPF,,,Family,FABACEAE ,,Fabaceae,,,,,Administrador,06/08/2019,no,"Pereira-Noronha, MR",,1452,07/08/1995,,,Brasil,São Paulo,Guaraçaí,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120414,SPF,,,Species,FABACEAE Calopogonium mucunoides Desv.,,Fabaceae,Calopogonium,mucunoides,,Desv.,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1510,03/08/1995,,,Brasil,São Paulo,Ilha Solteira,Fazenda Santa Isabel.,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120415,SPF,,,Species,FABACEAE Bowdichia virgilioides Kunth,,Fabaceae,Bowdichia,virgilioides,,Kunth,Administrador,06/08/2019,no,"Pereira-Noronha, MR",,1315,04/08/1995,,"Árvore 13m altura, botões arroxeados.; Cerrado",Brasil,São Paulo,Suzanápolis,Fazendo do Elói Vinha.,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,"Árvore 13m altura, botões arroxeados.",,
SPF,SPF00120416,SPF,,,Species,FABACEAE Bowdichia virgilioides Kunth,,Fabaceae,Bowdichia,virgilioides,,Kunth,Administrador,06/08/2019,no,"Pereira-Noronha, MR",,1603,07/08/1995,,"Árvore 6m altura, flores roxo-anil.; Cerrado",Brasil,São Paulo,Guaraçaí,"Assentamento do INCRA. Reserva legal, próximo à Fazenda Aroeiral.",-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,"Árvore 6m altura, flores roxo-anil.",,
SPF,SPF00120417,SPF,,,Species,FABACEAE Crotalaria maypurensis Kunth,,Fabaceae,Crotalaria,maypurensis,,Kunth,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1567,04/08/1995,,"Subarbusto ca. 70 cm alt. Flores amarelas. Frutos mduros.; Mata baixa, aberta, bastante degradada.",Brasil,São Paulo,Sud Mennucci,Distrito de Bandeirantes D´Oeste.,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,Subarbusto ca. 70 cm alt. Flores amarelas. Frutos mduros.,,
SPF,SPF00120418,SPF,,,Species,FABACEAE Crotalaria pallida Aiton,,Fabaceae,Crotalaria,pallida,,Aiton,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1367,05/08/1995,,"Subarbusto ca. 11,5 m alt. Frutos imaturos verdes. Flor amarela com estrias vinácceas na parte externa do estandarte.; Mata degradada pelo gado com muito angico e algumas peróbas.",Brasil,São Paulo,Ilha Solteira,Fazenda São José.,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,"Subarbusto ca. 11,5 m alt. Frutos imaturos verdes. Flor amarela com estrias vinácceas na parte externa do estandarte.",,
SPF,SPF00120419,SPF,,,Species,FABACEAE Dipteryx alata Vogel,,Fabaceae,Dipteryx,alata,,Vogel,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1507,13/03/1996,,,Brasil,São Paulo,Ilha Solteira,Fazenda Santa Isabel.,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120420,SPF,,,Species,FABACEAE Indigofera suffruticosa Mill.,,Fabaceae,Indigofera,suffruticosa,,Mill.,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1184,02/08/1995,,,Brasil,São Paulo,Pereira Barreto,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120421,SPF,,,Species,FABACEAE Machaerium stipitatum (DC.) Vogel,,Fabaceae,Machaerium,stipitatum,,(DC.) Vogel,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1380,05/08/1995,,,Brasil,São Paulo,Ilha Solteira,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120422,SPF,,,Species,FABACEAE Pterogyne nitens Tul.,,Fabaceae,Pterogyne,nitens,,Tul.,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1383,05/08/1995,,,Brasil,São Paulo,Ilha Solteira,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120423,SPF,,,Species,FABACEAE Stylosanthes guianensis (Aubl.) Sw.,,Fabaceae,Stylosanthes,guianensis,,(Aubl.) Sw.,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1540,04/08/1995,,,Brasil,São Paulo,Suzanápolis,Estância Califórnia.,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120501,SPF,,,Species,FABACEAE Senegalia polyphylla (DC.) Britton & Rose,,Fabaceae,Senegalia,polyphylla,,(DC.) Britton & Rose,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1253,03/08/1995,,,Brasil,São Paulo,Pereira Barreto,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120502,SPF,,,Species,FABACEAE Senegalia polyphylla (DC.) Britton & Rose,,Fabaceae,Senegalia,polyphylla,,(DC.) Britton & Rose,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1411,07/08/1995,,,Brasil,São Paulo,Andradina,Estação Experimental de Zootecnia de Andradina,355,0,METRO,"20º 28' 12"" S",,"51º 20' 24"" W",,,,
SPF,SPF00120598,SPF,,,Species,FABACEAE Mimosa scabrella Benth.,,Fabaceae,Mimosa,scabrella,,Benth.,Administrador,29/11/2022,no,"Garcia, RJF",,965,19/12/1996,,,Brasil,São Paulo,São Paulo,Parque Estadual da Serra do Mar,-9999,0,METRO,"23º 35' 30"" S",,"46º 26' 24"" W",,,,
SPF,SPF00120609,SPF,,,Genus,FABACEAE ,,Fabaceae,Copaifera,,,,Administrador,06/08/2019,no,"Pereira-Noronha, MR",,1188,02/08/1995,,,Brasil,São Paulo,Pereira Barreto,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120610,SPF,,,Genus,FABACEAE ,,Fabaceae,Copaifera,,,,Administrador,06/08/2019,no,"Pereira-Noronha, MR",,1558,04/08/1995,,,Brasil,São Paulo,Sud Mennucci,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120611,SPF,,,Species,FABACEAE Pterogyne nitens Tul.,,Fabaceae,Pterogyne,nitens,,Tul.,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1190,02/08/1995,,,Brasil,São Paulo,Pereira Barreto,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120612,SPF,,,Species,FABACEAE Platypodium elegans Vogel,,Fabaceae,Platypodium,elegans,,Vogel,Administrador,29/11/2022,no,"Pereira-Noronha, MR",,1209,02/08/1995,,,Brasil,São Paulo,Pereira Barreto,,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120673,SPF,,,Genus,FABACEAE ,,Fabaceae,Chamaecrista,,,,Administrador,06/08/2019,no,"Salatino, MLF",,68,27/03/1992,,,Brasil,São Paulo,Pirassununga,Cerrado de Emas,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120674,SPF,,,Species,FABACEAE Chamaecrista flexuosa (L.) Greene,,Fabaceae,Chamaecrista,flexuosa,,(L.) Greene,Administrador,29/11/2022,no,"Salatino, MLF",,178,06/01/1993,,,Brasil,São Paulo,Pirassununga,Cerrado de Emas,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120675,SPF,,,Species,FABACEAE Senna rugosa (G.Don) H.S.Irwin & Barneby,,Fabaceae,Senna,rugosa,,(G.Don) H.S.Irwin & Barneby,Administrador,29/11/2022,no,"Salatino, MLF",,64,27/03/1992,,,Brasil,São Paulo,Pirassununga,Cerrado de Emas,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120676,SPF,,,Species,FABACEAE Senna rugosa (G.Don) H.S.Irwin & Barneby,,Fabaceae,Senna,rugosa,,(G.Don) H.S.Irwin & Barneby,Administrador,29/11/2022,no,"Salatino, MLF",,65,27/03/1992,,,Brasil,São Paulo,Pirassununga,Cerrado de Emas,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120677,SPF,,,Species,FABACEAE Senna oblongifolia (Vogel) H.S.Irwin & Barneby,,Fabaceae,Senna,oblongifolia,,(Vogel) H.S.Irwin & Barneby,Administrador,29/11/2022,no,"Salatino, MLF",,199,06/01/1993,,,Brasil,São Paulo,Pirassununga,Cerrado de Emas,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120678,SPF,,,Species,FABACEAE Senna rugosa (G.Don) H.S.Irwin & Barneby,,Fabaceae,Senna,rugosa,,(G.Don) H.S.Irwin & Barneby,Administrador,29/11/2022,no,"Salatino, MLF",,201,06/01/1993,,,Brasil,São Paulo,Pirassununga,Cerrado de Emas,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120679,SPF,,,Species,FABACEAE Senna rugosa (G.Don) H.S.Irwin & Barneby,,Fabaceae,Senna,rugosa,,(G.Don) H.S.Irwin & Barneby,Administrador,06/08/2019,no,"Salatino, MLF",,13,21/02/1992,,,Brasil,São Paulo,Pirassununga,Cerrado de Emas,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
SPF,SPF00120680,SPF,,,Species,FABACEAE Senna rugosa (G.Don) H.S.Irwin & Barneby,,Fabaceae,Senna,rugosa,,(G.Don) H.S.Irwin & Barneby,Administrador,06/08/2019,no,"Salatino, MLF",,210,24/03/1993,,,Brasil,São Paulo,Pirassununga,Cerrado de Emas,-9999,0,METRO,"0º 0' 0"" S",,"0º 0' 0"" W",,,,
